0; 5
0.2; 0
0.4; 0
0.6; 0
0.8; 0
1; 0
1.2; 0
1.4; 0
1.6; 0
1.8; 0
2; 5
2.2; 0
2.4; 0
2.6; 0
2.8; 0
3; 0
3.2; 0
3.4; 0
3.6; 10
3.8; 0
4; 0
4.2; 5
4.4; 5
4.6; 0
4.8; 5
5; 0
5.2; 10
5.4; 0
5.6; 0
5.8; 5
6; 10
6.2; 5
6.4; 5
6.6; 5
6.8; 5
7; 10
7.2; 10
7.4; 10
7.6; 5
7.8; 15
8; 15
8.2; 0
8.4; 10
8.6; 20
8.8; 15
9; 10
9.2; 20
9.4; 20
9.6; 25
9.8; 15
10; 5
10.2; 30
10.4; 40
10.6; 0
10.8; 30
11; 25
11.2; 10
11.4; 25
11.6; 35
11.8; 20
12; 15
12.2; 15
12.4; 15
12.6; 15
12.8; 20
13; 20
13.2; 20
13.4; 15
13.6; 20
13.8; 5
14; 5
14.2; 10
14.4; 10
14.6; 10
14.8; 10
15; 15
15.2; 0
15.4; 10
15.6; 0
15.8; 10
16; 5
16.2; 5
16.4; 5
16.6; 5
16.8; 5
17; 5
17.2; 0
17.4; 0
17.6; 10
17.8; 5
18; 0
18.2; 10
18.4; 0
18.6; 10
18.8; 0
19; 0
19.2; 0
19.4; 0
19.6; 0
19.8; 0
20; 0
20.2; 0
20.4; 0
20.6; 0
20.8; 0
21; 0
21.2; 0
21.4; 0
21.6; 0
21.8; 0
22; 0
22.2; 0
22.4; 0
22.6; 0
22.8; 0
23; 0
23.2; 0
23.4; 0
23.6; 0
23.8; 0
24; 0
24.2; 0
24.4; 0
24.6; 0
24.8; 0
25; 0
25.2; 0
25.4; 0
25.6; 0
25.8; 0
26; 0
26.2; 0
26.4; 0
26.6; 0
26.8; 0
27; 0
27.2; 0
27.4; 0
27.6; 0
27.8; 0
28; 0
28.2; 0
28.4; 0
28.6; 0
28.8; 0
29; 0
29.2; 0
29.4; 0
29.6; 0
29.8; 0
30; 0
30.2; 0
30.4; 0
30.6; 0
30.8; 0
31; 0
31.2; 0
31.4; 0
31.6; 0
31.8; 0
32; 0
32.2; 0
32.4; 0
32.6; 0
32.8; 0
33; 0
33.2; 0
33.4; 0
33.6; 0
33.8; 0
34; 0
34.2; 0
34.4; 0
34.6; 0
34.8; 0
35; 0
35.2; 0
35.4; 0
35.6; 0
35.8; 0
36; 0
36.2; 0
36.4; 0
36.6; 0
36.8; 0
37; 0
37.2; 0
37.4; 0
37.6; 0
37.8; 0
38; 0
38.2; 0
38.4; 0
38.6; 0
38.8; 0
39; 0
39.2; 0
39.4; 0
39.6; 0
39.8; 0
40; 0
